status,employees,firm_age,man_gender,sector
Open,8,37,Male,Retail
Open,116,42,Male,Manufacturing
Open,94,27,Male,Other Services
Open,46,33,Male,Other Services
Open,10,27,Male,Other Services
Open,140,41,Male,Other Services
Open,80,32,Male,Retail
Open,11,35,Male,Manufacturing
Open,190,35,Male,Manufacturing
Open,27,34,Male,Manufacturing
Open,19,42,Male,Other Services
Open,5,25,Female,Other Services
Open,60,7,Male,Manufacturing
Open,45,28,Male,Retail
Open,17,44,Male,Manufacturing
Open,85,21,Male,Manufacturing
Open,158,6,Female,Other Services
Open,6,13,Male,Other Services
Open,20,29,Male,Other Services
Open,18,15,Male,Manufacturing
Open,26,24,Male,Manufacturing
Open,5,4,Male,Retail
Open,13,4,Male,Retail
Temporary closed,5,27,Male,Manufacturing
Open,50,21,Male,Manufacturing
Open,5,3,Male,Manufacturing
Temporary closed,15,28,Male,Manufacturing
Open,9,9,Male,Retail
Open,60,6,Male,Manufacturing
Open,60,16,Male,Manufacturing
Open,58,13,Male,Manufacturing
Open,60,26,Male,Other Services
Open,75,25,Female,Manufacturing
Open,108,21,Male,Manufacturing
Open,85,22,Male,Manufacturing
Open,72,16,Male,Manufacturing
Open,160,13,Female,Manufacturing
Open,124,25,Female,Manufacturing
Open,15,24,Male,Manufacturing
Open,15,26,Male,Other Services
Open,130,21,Male,Manufacturing
Open,240,27,Male,Manufacturing
Open,190,18,Male,Manufacturing
Open,60,24,Male,Manufacturing
Open,20,15,Male,Retail
Open,5,13,Male,Other Services
Temporary closed,5,18,Male,Manufacturing
Temporary closed,8,11,Female,Retail
Open,10,5,Female,Manufacturing
Open,10,22,Male,Other Services
Open,12,26,Female,Manufacturing
Open,30,24,Male,Manufacturing
Open,22,27,Male,Manufacturing
Open,40,25,Male,Retail
Temporary closed,19,20,Male,Other Services
Open,3,6,Male,Other Services
Open,50,18,Female,Manufacturing
Open,15,23,Male,Manufacturing
Open,13,12,Male,Manufacturing
Temporary closed,5,23,Male,Manufacturing
Open,28,6,Female,Other Services
Open,25,26,Male,Other Services
Open,8,25,Male,Manufacturing
Open,5,24,Male,Manufacturing
Open,12,27,Male,Manufacturing
Open,6,23,Male,Manufacturing
Open,10,16,Male,Retail
Open,46,13,Male,Manufacturing
Open,43,21,Male,Manufacturing
Open,31,15,Male,Other Services
Open,6,26,Male,Manufacturing
Open,110,26,Male,Other Services
Open,8,2,Female,Other Services
Open,38,25,Male,Manufacturing
Open,37,12,Male,Other Services
Open,15,12,Male,Other Services
Open,19,20,Female,Other Services
Open,6,2,Male,Other Services
Open,11,22,Male,Other Services
Open,13,6,Male,Other Services
Open,106,17,Male,Other Services
Open,16,19,Male,Other Services
Open,21,28,Male,Other Services
Open,7,11,Male,Retail
Open,60,14,Male,Retail
Open,4,10,Male,Other Services
Open,7,3,Female,Other Services
Open,5,8,Male,Retail
Open,14,26,Male,Other Services
Open,5,3,Male,Other Services
Open,59,18,Male,Other Services
Open,7,8,Male,Other Services
Temporary closed,10,27,Male,Other Services
Open,12,3,Male,Other Services
Open,8,19,Male,Other Services
Open,160,24,Female,Retail
Open,15,6,Male,Retail
Open,27,11,Male,Retail
Open,20,12,Male,Retail
Open,15,2,Male,Retail
Temporary closed,17,8,Male,Retail
Open,5,11,Male,Retail
Open,45,25,Male,Manufacturing
Open,30,14,Female,Retail
Open,15,14,Male,Retail
Open,4,7,Female,Other Services
Open,8,16,Male,Retail
Open,9,13,Male,Retail
Open,8,23,Male,Retail
Open,10,25,Male,Other Services
Open,22,25,Female,Other Services
Open,5,9,Female,Retail
Open,14,11,Male,Retail
Open,9,4,Male,Retail
Open,10,3,Female,Retail
Open,40,14,Female,Manufacturing
Temporary closed,28,7,Male,Retail
Open,5,5,Female,Other Services
Open,5,4,Male,Retail
Open,5,14,Male,Manufacturing
Open,12,12,Male,Retail
Open,7,10,Male,Retail
Open,56,18,Female,Retail
Open,12,10,Male,Other Services
Open,5,23,Male,Retail
Open,26,10,Male,Retail
Open,6,8,Male,Other Services
Open,5,20,Male,Other Services
Open,5,9,Male,Retail
Open,95,8,Male,Other Services
Open,5,25,Male,Retail
Open,3,12,Male,Other Services
Open,25,17,Male,Other Services
Open,10,7,Male,Other Services
Open,8,27,Male,Other Services
Open,100,19,Male,Other Services
Open,30,19,Male,Other Services
Open,12,3,Male,Other Services
Open,7,2,Male,Other Services
Open,4,16,Male,Other Services
Open,20,2,Male,Other Services
Open,18,6,Male,Other Services
Open,18,2,Male,Other Services
Open,26,12,Male,Other Services
Open,5,2,Female,Other Services
Open,8,16,Female,Other Services
Open,5,3,Female,Other Services
Open,6,12,Female,Other Services
Open,5,23,Male,Other Services
Open,5,17,Male,Manufacturing
Open,10,12,Male,Other Services
Open,80,15,Male,Retail
Open,5,5,Male,Other Services
Permenant closed,5,3,Male,Other Services
Open,15,8,Male,Other Services
Temporary closed,11,4,Male,Other Services
Temporary closed,2,9,Male,Other Services
Open,54,25,Male,Other Services
Open,13,14,Male,Retail
Open,14,2,Male,Retail
Open,100,24,Male,Manufacturing
Open,104,18,Male,Manufacturing
Open,16,13,Male,Other Services
Open,25,15,Male,Manufacturing
Open,14,17,Male,Other Services
Open,25,11,Female,Other Services
Open,20,7,Female,Manufacturing
Open,118,16,Male,Other Services
Open,6,5,Male,Retail
Open,44,20,Male,Other Services
Open,70,24,Male,Manufacturing
Open,102,25,Male,Manufacturing
Open,149,20,Female,Other Services
Open,6,4,Male,Retail
Open,45,13,Male,Other Services
Open,115,25,Male,Manufacturing
Open,40,4,Male,Manufacturing
Open,150,4,Female,Manufacturing
Temporary closed,30,20,Male,Other Services
Temporary closed,45,25,Female,Manufacturing
Open,180,5,Male,Other Services
Open,41,4,Male,Other Services
Open,244,15,Male,Manufacturing
Open,80,15,Female,Manufacturing
Open,8,19,Female,Other Services
Open,23,11,Male,Retail
Open,13,6,Male,Other Services
Open,130,2,Female,Manufacturing
Temporary closed,6,8,Female,Other Services
Open,81,13,Female,Other Services
Open,67,18,Male,Retail
Open,12,13,Male,Other Services
Open,85,4,Female,Manufacturing
Open,10,7,Male,Other Services
Open,7,15,Male,Other Services
Temporary closed,150,12,Male,Retail
Open,120,25,Female,Other Services
Open,30,24,Male,Other Services
Open,40,20,Male,Other Services
Open,100,13,Male,Other Services
Open,100,24,Male,Other Services
Open,35,20,Male,Manufacturing
Open,27,5,Male,Retail
Temporary closed,28,3,Female,Retail
Open,5,2,Male,Other Services
Open,50,13,Male,Other Services
Open,6,9,Male,Other Services
Open,5,11,Male,Retail
Open,35,16,Male,Other Services
Temporary closed,7,8,Male,Manufacturing
Temporary closed,5,23,Male,Manufacturing
Open,35,20,Male,Other Services
Open,110,11,Male,Manufacturing
Open,20,23,Male,Other Services
Open,27,11,Male,Other Services
Open,44,25,Male,Other Services
Open,6,3,Male,Other Services
Open,24,15,Male,Other Services
Open,45,24,Male,Other Services
Temporary closed,5,2,Male,Other Services
Temporary closed,5,22,Female,Other Services
Open,6,6,Male,Retail
Open,8,16,Male,Other Services
Open,24,10,Male,Retail
Open,5,26,Female,Retail
Open,15,15,Male,Other Services
Temporary closed,5,17,Male,Manufacturing
Open,41,16,Male,Manufacturing
Open,140,5,Male,Manufacturing
Open,30,14,Male,Manufacturing
Open,230,27,Male,Manufacturing
Open,60,3,Male,Manufacturing
Open,11,16,Male,Other Services
Temporary closed,5,10,Male,Retail
Open,90,14,Male,Retail
Open,8,16,Male,Retail
Open,125,19,Female,Manufacturing
Open,8,25,Male,Other Services
Open,140,26,Male,Retail
Open,7,7,Male,Other Services
Open,180,10,Female,Manufacturing
Open,104,18,Male,Other Services
Open,224,15,Female,Manufacturing
Temporary closed,164,12,Male,Manufacturing
Open,17,3,Male,Manufacturing
Temporary closed,150,8,Female,Manufacturing
Open,250,25,Male,Other Services
Open,40,19,Male,Retail
Open,155,5,Male,Manufacturing
Open,20,25,Male,Other Services
Open,6,16,Male,Retail
Open,17,5,Female,Retail
Open,35,19,Male,Manufacturing
Open,6,6,Male,Manufacturing
Open,44,17,Male,Retail
Open,22,2,Male,Other Services
Open,70,11,Male,Manufacturing
Open,9,2,Male,Manufacturing
Temporary closed,13,11,Male,Retail
Open,6,26,Male,Other Services
Open,10,26,Male,Other Services
Open,110,22,Male,Manufacturing
Open,220,17,Male,Manufacturing
Open,13,24,Male,Other Services
Open,250,14,Male,Manufacturing
Open,6,2,Male,Other Services
Permenant closed,73,3,Female,Manufacturing
Open,8,27,Male,Other Services
Open,250,24,Male,Other Services
Open,26,9,Male,Other Services
Open,80,5,Female,Manufacturing
Open,60,86,Male,Manufacturing
Open,32,13,Male,Other Services
Open,200,8,Female,Manufacturing
Open,25,19,Male,Other Services
Open,180,13,Male,Manufacturing
Open,147,7,Male,Manufacturing
Open,195,8,Male,Retail
Open,32,7,Female,Other Services
Open,13,22,Male,Retail
Temporary closed,20,11,Male,Other Services
Open,18,5,Male,Manufacturing
Open,230,13,Female,Manufacturing
Open,30,10,Male,Retail
Temporary closed,11,7,Male,Other Services
Open,210,24,Male,Manufacturing
Temporary closed,125,21,Female,Manufacturing
Temporary closed,200,3,Male,Manufacturing
Open,5,28,Female,Other Services
Open,30,12,Male,Other Services
Open,140,7,Female,Manufacturing
Temporary closed,5,25,Female,Retail
Open,170,23,Male,Manufacturing
Open,6,5,Male,Other Services
Open,5,13,Female,Retail
Open,129,11,Male,Manufacturing
Open,5,19,Female,Manufacturing
Open,34,20,Male,Manufacturing
Open,163,23,Female,Manufacturing
Temporary closed,95,12,Male,Manufacturing
Open,103,25,Male,Manufacturing
Temporary closed,170,19,Female,Manufacturing
Temporary closed,30,18,Male,Other Services
Open,5,10,Female,Retail
Temporary closed,5,21,Male,Other Services
Open,13,13,Male,Other Services
Open,10,18,Male,Other Services
Open,5,25,Male,Other Services
Open,5,16,Male,Other Services
Open,103,17,Male,Manufacturing
Open,150,24,Male,Other Services
Open,10,22,Male,Retail
Open,220,21,Male,Manufacturing
Open,13,10,Male,Manufacturing
Open,5,3,Male,Other Services
Open,14,21,Male,Manufacturing
Open,100,25,Male,Other Services
Open,25,4,Male,Manufacturing
Open,5,4,Male,Manufacturing
Temporary closed,18,26,Male,Other Services
Open,30,28,Male,Other Services
Open,7,6,Male,Retail
Temporary closed,57,25,Female,Manufacturing
Open,50,5,Male,Other Services
Open,7,8,Male,Manufacturing
Open,5,4,Male,Other Services
Open,138,3,Male,Manufacturing
Temporary closed,75,10,Female,Manufacturing
Open,120,21,Male,Manufacturing
Open,51,6,Male,Manufacturing
Open,140,25,Male,Manufacturing
Open,80,27,Male,Retail
Temporary closed,160,19,Male,Manufacturing
Open,70,3,Female,Manufacturing
Open,8,10,Male,Other Services
Temporary closed,28,6,Female,Manufacturing
Temporary closed,46,16,Male,Other Services
Open,98,13,Male,Other Services
Open,50,26,Female,Manufacturing
Temporary closed,120,12,Male,Other Services
Open,10,13,Male,Manufacturing
Open,5,9,Male,Retail
Open,18,4,Male,Retail
Open,15,6,Male,Retail
Open,120,21,Male,Manufacturing
Permenant closed,35,8,Male,Other Services
Open,5,12,Male,Manufacturing
Open,107,17,Male,Manufacturing
Open,29,14,Male,Manufacturing
Open,12,4,Male,Other Services
Open,5,17,Male,Other Services
Open,90,20,Female,Other Services
Temporary closed,21,17,Male,Other Services
Open,13,25,Male,Retail
Open,115,14,Male,Manufacturing
Open,98,15,Male,Manufacturing
Open,111,26,Male,Manufacturing
Open,23,19,Female,Manufacturing
Open,151,17,Female,Manufacturing
Open,102,15,Male,Manufacturing
Open,22,17,Male,Other Services
Open,221,14,Male,Retail
Open,5,7,Male,Retail
Open,23,21,Female,Other Services
Open,12,11,Male,Other Services
Open,24,12,Male,Other Services
Open,37,20,Male,Manufacturing
Open,20,17,Male,Manufacturing
Open,147,18,Male,Manufacturing
Open,130,8,Male,Manufacturing
Open,21,17,Male,Other Services
Open,167,14,Male,Manufacturing
Open,10,9,Male,Manufacturing
Open,102,16,Male,Manufacturing
Open,35,14,Male,Manufacturing
Open,42,23,Male,Manufacturing
Open,98,17,Male,Other Services
Open,6,26,Female,Other Services
Open,20,12,Male,Retail
Open,161,14,Male,Manufacturing
Open,5,11,Female,Manufacturing
Open,25,3,Female,Manufacturing
Open,23,5,Male,Other Services
Open,34,16,Male,Other Services
Open,20,12,Female,Manufacturing
Open,18,28,Male,Manufacturing
Open,24,15,Male,Manufacturing
Open,105,19,Male,Manufacturing
Open,93,8,Female,Manufacturing
Open,30,13,Male,Manufacturing
Open,33,17,Male,Manufacturing
Open,21,14,Male,Manufacturing
Open,11,26,Male,Manufacturing
Open,152,17,Male,Other Services
Open,25,7,Male,Retail
Open,119,26,Male,Other Services
Open,5,20,Female,Manufacturing
Open,121,17,Male,Other Services
Open,150,26,Male,Manufacturing
Open,75,18,Male,Manufacturing
Open,74,17,Male,Other Services
Open,5,4,Female,Retail
Open,5,5,Male,Other Services
Open,12,3,Male,Other Services
Open,195,16,Female,Other Services
Open,6,16,Female,Retail
Open,110,21,Female,Other Services
Open,7,3,Female,Other Services
Open,26,16,Male,Other Services
Open,21,17,Male,Other Services
Open,23,28,Male,Other Services
Open,245,19,Male,Manufacturing
Open,8,16,Female,Manufacturing
Open,20,16,Male,Manufacturing
Open,6,12,Male,Manufacturing
Open,20,2,Male,Manufacturing
Open,93,25,Male,Manufacturing
Open,124,26,Male,Manufacturing
Open,5,11,Male,Other Services
Open,25,17,Male,Other Services
Open,5,13,Male,Retail
Open,5,12,Female,Retail
Open,10,7,Male,Other Services
Open,165,22,Male,Retail
Open,20,16,Male,Other Services
Open,8,12,Male,Other Services
Open,6,6,Male,Manufacturing
Open,7,15,Male,Manufacturing
Open,91,15,Male,Retail
Open,22,13,Male,Other Services
Open,25,17,Female,Manufacturing
Open,15,10,Female,Manufacturing
Open,92,12,Male,Manufacturing
Open,6,22,Male,Manufacturing
Open,16,17,Male,Other Services
Open,5,7,Male,Other Services
Open,19,4,Male,Other Services
Open,5,13,Male,Retail
Open,20,17,Male,Manufacturing
Permenant closed,5,12,Male,Other Services
Open,19,17,Male,Other Services
Open,5,15,Male,Other Services
Open,5,12,Male,Other Services
Open,189,11,Male,Manufacturing
Open,18,10,Male,Manufacturing
Open,21,11,Male,Other Services
Open,26,21,Male,Retail
Open,32,17,Male,Other Services
Open,21,13,Male,Retail
Open,6,5,Female,Manufacturing
Open,20,7,Male,Retail
Open,19,17,Male,Manufacturing
Open,61,16,Male,Manufacturing
Open,11,14,Female,Manufacturing
Open,35,13,Male,Manufacturing
Open,102,18,Male,Manufacturing
Temporary closed,53,16,Male,Manufacturing
Open,20,10,Male,Retail
Temporary closed,23,12,Female,Retail
Open,71,26,Male,Manufacturing
Open,7,3,Male,Other Services
Open,8,6,Male,Other Services
Open,17,7,Male,Manufacturing
Open,31,13,Male,Manufacturing
Open,105,26,Male,Manufacturing
Open,41,17,Male,Manufacturing
Open,17,14,Male,Manufacturing
Open,46,15,Male,Manufacturing
Open,45,24,Male,Manufacturing
Open,69,23,Male,Manufacturing
Temporary closed,12,11,Male,Other Services
Open,170,5,Male,Manufacturing
Temporary closed,81,16,Male,Manufacturing
Open,49,12,Male,Manufacturing
Temporary closed,120,17,Male,Manufacturing
Open,5,17,Male,Other Services
Temporary closed,14,9,Male,Other Services
Temporary closed,16,11,Male,Other Services
Open,15,16,Male,Other Services
Open,132,18,Male,Other Services
Open,11,14,Male,Other Services
Temporary closed,10,8,Female,Other Services
Open,12,14,Male,Other Services
Open,5,10,Male,Other Services
Open,15,18,Male,Other Services
Temporary closed,16,5,Male,Other Services
Temporary closed,7,23,Male,Other Services
Open,8,10,Male,Other Services
Open,10,11,Male,Other Services
Open,102,11,Male,Other Services
Open,7,15,Male,Retail
Open,6,12,Female,Retail
Open,8,13,Male,Other Services
Open,16,18,Male,Other Services
Open,6,25,Male,Other Services
Open,34,13,Male,Manufacturing
Open,5,2,Male,Other Services
Open,5,12,Male,Manufacturing
Temporary closed,35,11,Male,Manufacturing
Open,13,6,Male,Manufacturing
Permenant closed,202,9,Male,Other Services
Open,6,4,Male,Other Services
Open,22,2,Female,Retail
Open,21,13,Female,Retail
Permenant closed,21,7,Male,Manufacturing
Permenant closed,23,15,Male,Manufacturing
Open,8,9,Male,Manufacturing
Open,10,4,Male,Manufacturing
Open,12,15,Male,Retail
Open,23,22,Male,Retail
Open,5,13,Male,Other Services
Open,58,11,Female,Other Services
Open,6,14,Male,Retail
Open,6,27,Female,Retail
Open,33,12,Male,Other Services
Open,183,27,Male,Other Services
Open,23,6,Male,Other Services
Open,21,12,Female,Retail
Open,17,13,Male,Manufacturing
Open,22,13,Male,Manufacturing
Temporary closed,7,23,Male,Other Services
Open,8,17,Female,Other Services
Open,18,9,Male,Other Services
Open,84,10,Female,Retail
Open,23,27,Male,Retail
Open,18,13,Male,Manufacturing
Open,6,23,Male,Other Services
Open,22,5,Male,Manufacturing
Open,21,3,Male,Manufacturing
Open,47,5,Male,Manufacturing
Open,23,3,Male,Manufacturing
Open,31,13,Male,Manufacturing
Open,12,9,Male,Manufacturing
Open,23,5,Male,Other Services
Open,105,13,Male,Other Services
Open,7,19,Male,Other Services
Open,22,2,Male,Other Services
Open,12,12,Male,Other Services
Temporary closed,8,3,Male,Other Services
Open,55,27,Male,Retail
Open,31,8,Male,Retail
Temporary closed,20,5,Female,Retail
Open,21,11,Male,Retail
Permenant closed,19,4,Male,Retail
Open,11,12,Female,Other Services
Open,12,15,Male,Other Services
Open,5,3,Male,Other Services
Permenant closed,25,15,Male,Manufacturing
Open,36,10,Female,Manufacturing
Open,7,11,Male,Manufacturing
Open,21,5,Male,Manufacturing
Open,16,13,Male,Manufacturing
Open,7,7,Male,Other Services
Open,17,17,Male,Other Services
Open,15,27,Male,Retail
Open,7,14,Male,Retail
Open,15,18,Male,Other Services
Open,11,15,Female,Retail
Temporary closed,31,14,Female,Retail
Open,13,25,Male,Other Services
Open,8,16,Female,Other Services
Open,8,22,Male,Other Services
Open,126,5,Male,Manufacturing
Open,11,17,Male,Manufacturing
Open,12,10,Female,Retail
Open,12,12,Male,Manufacturing
Open,14,6,Male,Manufacturing
Open,22,8,Male,Manufacturing
Open,12,9,Male,Manufacturing
Permenant closed,21,20,Female,Manufacturing
Open,6,20,Female,Retail
Permenant closed,10,11,Male,Manufacturing
Open,47,9,Male,Manufacturing
Open,26,4,Male,Manufacturing
Open,56,14,Male,Manufacturing
